Unnamed: 0,path,label,youtube title,youtube url,video_num,file_id,Youtube title,Start_time,End_time,Label,url
15,training/088/4.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30,88,4,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,172,178,0,https://www.youtube.com/watch?v=FsDPxAQdd30
16,training/088/5.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30,88,5,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,179,186,0,https://www.youtube.com/watch?v=FsDPxAQdd30
17,training/088/6.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30,88,6,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,190,195,0,https://www.youtube.com/watch?v=FsDPxAQdd30
18,training/088/7.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30,88,7,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,335,344,0,https://www.youtube.com/watch?v=FsDPxAQdd30
19,training/088/8.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30,88,8,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,345,354,0,https://www.youtube.com/watch?v=FsDPxAQdd30
20,training/088/9.wav,0,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,https://www.youtube.com/watch?v=FsDPxAQdd30,88,9,*RAW* Marine Scout Snipers Shoot Enemy during Operation Helmand Viper in Afghanistan,360,368,0,https://www.youtube.com/watch?v=FsDPxAQdd30
21,training/157/0.wav,3,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,0,U.S. Marines Range 400 – Most Realistic Live-Fire Range,2,5,3,https://www.youtube.com/watch?v=NTOE7RNaihc
22,training/157/1.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,7,10,0,https://www.youtube.com/watch?v=NTOE7RNaihc
23,training/157/10.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,10,U.S. Marines Range 400 – Most Realistic Live-Fire Range,123,130,1,https://www.youtube.com/watch?v=NTOE7RNaihc
24,training/157/11.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,11,U.S. Marines Range 400 – Most Realistic Live-Fire Range,154,160,1,https://www.youtube.com/watch?v=NTOE7RNaihc
25,training/157/12.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,12,U.S. Marines Range 400 – Most Realistic Live-Fire Range,172,177,1,https://www.youtube.com/watch?v=NTOE7RNaihc
26,training/157/13.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,13,U.S. Marines Range 400 – Most Realistic Live-Fire Range,181,188,1,https://www.youtube.com/watch?v=NTOE7RNaihc
27,training/157/14.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,14,U.S. Marines Range 400 – Most Realistic Live-Fire Range,188,198,1,https://www.youtube.com/watch?v=NTOE7RNaihc
28,training/157/15.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,15,U.S. Marines Range 400 – Most Realistic Live-Fire Range,230,234,1,https://www.youtube.com/watch?v=NTOE7RNaihc
29,training/157/16.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,16,U.S. Marines Range 400 – Most Realistic Live-Fire Range,246,249,1,https://www.youtube.com/watch?v=NTOE7RNaihc
30,training/157/17.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,17,U.S. Marines Range 400 – Most Realistic Live-Fire Range,251,254,2,https://www.youtube.com/watch?v=NTOE7RNaihc
31,training/157/18.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,18,U.S. Marines Range 400 – Most Realistic Live-Fire Range,305,307,1,https://www.youtube.com/watch?v=NTOE7RNaihc
32,training/157/19.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,19,U.S. Marines Range 400 – Most Realistic Live-Fire Range,312,322,1,https://www.youtube.com/watch?v=NTOE7RNaihc
33,training/157/2.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,2,U.S. Marines Range 400 – Most Realistic Live-Fire Range,20,24,2,https://www.youtube.com/watch?v=NTOE7RNaihc
34,training/157/20.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,20,U.S. Marines Range 400 – Most Realistic Live-Fire Range,342,352,1,https://www.youtube.com/watch?v=NTOE7RNaihc
35,training/157/21.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,21,U.S. Marines Range 400 – Most Realistic Live-Fire Range,360,370,1,https://www.youtube.com/watch?v=NTOE7RNaihc
36,training/157/22.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,22,U.S. Marines Range 400 – Most Realistic Live-Fire Range,402,404,3,https://www.youtube.com/watch?v=NTOE7RNaihc
37,training/157/3.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,3,U.S. Marines Range 400 – Most Realistic Live-Fire Range,33,40,2,https://www.youtube.com/watch?v=NTOE7RNaihc
38,training/157/4.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,4,U.S. Marines Range 400 – Most Realistic Live-Fire Range,54,62,2,https://www.youtube.com/watch?v=NTOE7RNaihc
39,training/157/5.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,5,U.S. Marines Range 400 – Most Realistic Live-Fire Range,64,74,0,https://www.youtube.com/watch?v=NTOE7RNaihc
40,training/157/6.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,6,U.S. Marines Range 400 – Most Realistic Live-Fire Range,75,80,1,https://www.youtube.com/watch?v=NTOE7RNaihc
41,training/157/7.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,7,U.S. Marines Range 400 – Most Realistic Live-Fire Range,85,89,1,https://www.youtube.com/watch?v=NTOE7RNaihc
42,training/157/8.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,8,U.S. Marines Range 400 – Most Realistic Live-Fire Range,105,112,1,https://www.youtube.com/watch?v=NTOE7RNaihc
43,training/157/9.wav,1,U.S. Marines Range 400 – Most Realistic Live-Fire Range,https://www.youtube.com/watch?v=NTOE7RNaihc,157,9,U.S. Marines Range 400 – Most Realistic Live-Fire Range,116,122,1,https://www.youtube.com/watch?v=NTOE7RNaihc
56,training/395/0.wav,3,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,0,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,9,14,3,https://www.youtube.com/watch?v=2TYNQ-iG9x0
57,training/395/1.wav,4,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,1,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,20,29,4,https://www.youtube.com/watch?v=2TYNQ-iG9x0
58,training/395/10.wav,4,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,10,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,211,214,4,https://www.youtube.com/watch?v=2TYNQ-iG9x0
59,training/395/2.wav,4,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,2,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,137,145,4,https://www.youtube.com/watch?v=2TYNQ-iG9x0
60,training/395/3.wav,4,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,3,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,145,148,4,https://www.youtube.com/watch?v=2TYNQ-iG9x0
61,training/395/4.wav,3,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,4,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,153,156,3,https://www.youtube.com/watch?v=2TYNQ-iG9x0
62,training/395/5.wav,3,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,5,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,170,172,3,https://www.youtube.com/watch?v=2TYNQ-iG9x0
63,training/395/6.wav,4,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,6,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,178,183,4,https://www.youtube.com/watch?v=2TYNQ-iG9x0
64,training/395/7.wav,3,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,7,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,189,192,3,https://www.youtube.com/watch?v=2TYNQ-iG9x0
65,training/395/8.wav,3,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,8,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,196,199,3,https://www.youtube.com/watch?v=2TYNQ-iG9x0
66,training/395/9.wav,4,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,https://www.youtube.com/watch?v=2TYNQ-iG9x0,395,9,Army Fires Latest Version Of M-1 Abrams Tank • M1A2 SEPV3,202,211,4,https://www.youtube.com/watch?v=2TYNQ-iG9x0
67,training/307/0.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,0,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",217,223,6,https://www.youtube.com/watch?v=_w-fko7KHkA
68,training/307/1.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,1,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",235,242,6,https://www.youtube.com/watch?v=_w-fko7KHkA
69,training/307/10.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,10,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",381,389,6,https://www.youtube.com/watch?v=_w-fko7KHkA
70,training/307/11.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,11,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",402,411,6,https://www.youtube.com/watch?v=_w-fko7KHkA
71,training/307/12.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,12,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",428,437,6,https://www.youtube.com/watch?v=_w-fko7KHkA
72,training/307/13.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,13,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",470,479,6,https://www.youtube.com/watch?v=_w-fko7KHkA
73,training/307/2.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,2,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",249,257,6,https://www.youtube.com/watch?v=_w-fko7KHkA
74,training/307/3.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,3,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",264,272,6,https://www.youtube.com/watch?v=_w-fko7KHkA
75,training/307/4.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,4,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",283,292,6,https://www.youtube.com/watch?v=_w-fko7KHkA
76,training/307/5.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,5,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",303,312,6,https://www.youtube.com/watch?v=_w-fko7KHkA
77,training/307/6.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",320,329,6,https://www.youtube.com/watch?v=_w-fko7KHkA
78,training/307/7.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,7,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",338,347,6,https://www.youtube.com/watch?v=_w-fko7KHkA
79,training/307/8.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,8,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",350,359,6,https://www.youtube.com/watch?v=_w-fko7KHkA
80,training/307/9.wav,6,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",https://www.youtube.com/watch?v=_w-fko7KHkA,307,9,"Fighting Eagles, USAF. F-22 Raptor stealth fighters taxi and take off.",361,370,6,https://www.youtube.com/watch?v=_w-fko7KHkA
81,training/239/0.wav,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,0,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,2,7,4,https://www.youtube.com/watch?v=tjEkBIrfim0
82,training/239/1.wav,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,1,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,16,19,3,https://www.youtube.com/watch?v=tjEkBIrfim0
83,training/239/10.wav,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,10,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,116,120,3,https://www.youtube.com/watch?v=tjEkBIrfim0
84,training/239/11.wav,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,11,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,124,127,4,https://www.youtube.com/watch?v=tjEkBIrfim0
85,training/239/12.wav,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,12,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,127,130,3,https://www.youtube.com/watch?v=tjEkBIrfim0
86,training/239/13.wav,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,13,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,131,135,4,https://www.youtube.com/watch?v=tjEkBIrfim0
87,training/239/14.wav,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,14,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,160,164,4,https://www.youtube.com/watch?v=tjEkBIrfim0
88,training/239/15.wav,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,15,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,169,174,4,https://www.youtube.com/watch?v=tjEkBIrfim0
89,training/239/16.wav,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,16,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,206,211,3,https://www.youtube.com/watch?v=tjEkBIrfim0
90,training/239/17.wav,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,17,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,228,232,3,https://www.youtube.com/watch?v=tjEkBIrfim0
91,training/239/18.wav,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,18,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,248,252,3,https://www.youtube.com/watch?v=tjEkBIrfim0
92,training/239/2.wav,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,2,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,22,30,4,https://www.youtube.com/watch?v=tjEkBIrfim0
93,training/239/3.wav,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,31,40,4,https://www.youtube.com/watch?v=tjEkBIrfim0
94,training/239/4.wav,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,42,46,4,https://www.youtube.com/watch?v=tjEkBIrfim0
95,training/239/5.wav,1,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,5,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,46,53,1,https://www.youtube.com/watch?v=tjEkBIrfim0
96,training/239/6.wav,4,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,6,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,56,59,4,https://www.youtube.com/watch?v=tjEkBIrfim0
97,training/239/7.wav,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,7,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,90,92,3,https://www.youtube.com/watch?v=tjEkBIrfim0
98,training/239/8.wav,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,8,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,98,100,3,https://www.youtube.com/watch?v=tjEkBIrfim0
99,training/239/9.wav,3,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,https://www.youtube.com/watch?v=tjEkBIrfim0,239,9,M1A1 Abrams Tank • Live Fire Exercise With GoPro View,107,110,3,https://www.youtube.com/watch?v=tjEkBIrfim0
100,training/160/0.wav,2,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",https://www.youtube.com/watch?v=Xg77md8fw8Y,160,0,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",21,26,6,https://www.youtube.com/watch?v=Xg77md8fw8Y
101,training/160/1.wav,2,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",https://www.youtube.com/watch?v=Xg77md8fw8Y,160,1,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",30,40,0,https://www.youtube.com/watch?v=Xg77md8fw8Y
102,training/160/10.wav,0,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",https://www.youtube.com/watch?v=Xg77md8fw8Y,160,10,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",352,354,1,https://www.youtube.com/watch?v=Xg77md8fw8Y
103,training/160/11.wav,0,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",https://www.youtube.com/watch?v=Xg77md8fw8Y,160,11,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",364,366,1,https://www.youtube.com/watch?v=Xg77md8fw8Y
104,training/160/12.wav,0,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",https://www.youtube.com/watch?v=Xg77md8fw8Y,160,12,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",397,407,0,https://www.youtube.com/watch?v=Xg77md8fw8Y
105,training/160/13.wav,0,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",https://www.youtube.com/watch?v=Xg77md8fw8Y,160,13,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",407,417,0,https://www.youtube.com/watch?v=Xg77md8fw8Y
106,training/160/14.wav,2,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",https://www.youtube.com/watch?v=Xg77md8fw8Y,160,14,"Special Reaction Team Marines: SESAMS Tactic Based Training Range SRT - Combat Town, Okinawa, Japan",454,458,2,https://www.youtube.com/watch?v=Xg77md8fw8Y
